date,high,low,open,close,volume,quoteVolume,weightedAverage
1403114100,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403114400,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403114700,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403115000,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.00290651,1424.76321809,2.04e-06
1403115300,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403115600,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403115900,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403116200,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0315,15000.0,2.1e-06
1403116500,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403116800,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403117100,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403117400,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0,0.0,2.1e-06
1403117700,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.002346,1150.0,2.04e-06
1403118000,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403118300,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403118600,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403118900,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403119200,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403119500,2.1e-06,2.1e-06,2.1e-06,2.1e-06,0.0326382,15542.0,2.1e-06
1403119800,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.00010179,49.9,2.04e-06
1403120100,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403120400,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403120700,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403121000,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403121300,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403121600,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403121900,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403122200,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403122500,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403122800,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
1403123100,2.04e-06,2.04e-06,2.04e-06,2.04e-06,0.0,0.0,2.04e-06
