date,high,low,open,close,volume,quoteVolume,weightedAverage
1493662200,5000.0,0.06666666,5000.0,0.075,44.47659798,331.28264556,0.13425574
1493662500,0.08,0.041,0.07500002,0.058,421.57618504,7495.06350864,0.05624717
1493662800,0.0589,0.0453,0.058,0.04850971,177.04563047,3433.28970419,0.05156734
1493663100,0.06511,0.0453,0.04850971,0.05609999,474.54896147,8328.94148976,0.056975899999999996
1493663400,0.05609999,0.0450001,0.05609999,0.049100000000000005,373.39481274,7544.83850797,0.049490099999999995
1493663700,0.0521,0.04851817,0.049100000000000005,0.0517,111.06591638,2190.71683992,0.05069843
1493664000,0.054880000000000005,0.049500010000000004,0.05171035,0.0506,168.40955416,3249.5740669,0.05182511
1493664300,0.0506,0.0477,0.05045633,0.04770955,237.30910054,4836.04740625,0.04907087
1493664600,0.049885,0.0477,0.04822797,0.04900981,71.55251128,1466.08103632,0.04880529
1493664900,0.052000000000000005,0.049,0.04900981,0.04976392,183.74961783,3637.87558683,0.05051014
1493665200,0.050100000000000006,0.046700000000000005,0.049800000000000004,0.04719778,130.46173789,2686.13352737,0.04856859
1493665500,0.04799999,0.0425,0.04719889,0.042550000000000004,234.3082263,5206.90612897,0.04499951
1493665800,0.04594263,0.04250222,0.04250222,0.044,92.70340508,2089.68203105,0.04436244
1493666100,0.0473,0.0439002,0.044,0.046,98.91885195,2159.82546637,0.04579946
1493666400,0.0468,0.0432,0.046,0.0432,92.5840344,2070.2283596,0.04472165
1493666700,0.04399559,0.0400001,0.04320865,0.04178888,131.27025323,3154.03225524,0.04161981
1493667000,0.0432,0.03860004,0.04178888,0.03860004,151.17654575,3667.63033422,0.04121913
1493667300,0.040565199999999996,0.0369,0.03860004,0.03700069,132.36044512,3466.34544001,0.03818443
1493667600,0.03798014,0.0343729,0.0371485,0.0352989,128.30499083,3620.07634283,0.03544262
1493667900,0.036257660000000004,0.034,0.035,0.0345,101.26359905,2929.53028293,0.03456649
1493668200,0.03797745,0.0345,0.03450691,0.036107230000000004,70.93256616,1952.15761894,0.03633547
1493668500,0.03689832,0.03486804,0.03641925,0.03625318,84.95127603,2374.39986149,0.03577799
1493668800,0.03732386,0.03599999,0.03629757,0.036593799999999996,48.72578841,1326.11224528,0.03674333
1493669100,0.037,0.03549999,0.03659014,0.036930399999999995,37.02584444,1019.03864858,0.03633409
1493669400,0.038699990000000004,0.03630002,0.036930399999999995,0.0385,76.72829002,2034.44786582,0.03771455
1493669700,0.043884,0.03800762,0.0385,0.042,335.1439068,8240.49177834,0.040670370000000004
1493670000,0.0438522,0.04049999,0.042,0.041100000000000005,148.23811888,3495.13908866,0.04241265
1493670300,0.042847130000000004,0.04062,0.04084071,0.04234832,36.19692216,861.28702891,0.04202654
1493670600,0.043200050000000004,0.0408,0.04235256,0.043000000000000003,80.1967181,1891.84060778,0.04239084
1493670900,0.0466,0.042776999999999996,0.043000000000000003,0.0434,186.10547864,4179.66223759,0.04452643
1493671200,0.04536313,0.0427,0.0434,0.04500901,81.94074791,1855.2310203,0.044167399999999996
1493671500,0.046700000000000005,0.044500000000000005,0.04500452,0.046,133.17250516,2902.75404373,0.04587798
1493671800,0.04600001,0.0430005,0.04599778,0.04567,87.79602733,1952.90382346,0.04495665
1493672100,0.0458,0.0442088,0.04569543,0.045700000000000005,38.40142269,852.57972245,0.04504144
1493672400,0.047969,0.045876,0.045876,0.046303330000000004,142.78991333,3028.81669374,0.04714379
1493672700,0.049532099999999996,0.04630342,0.04687863,0.04949834,107.4290132,2223.44696997,0.04831642
1493673000,0.051770000000000004,0.048996,0.049050899999999995,0.051000000000000004,208.38599718,4143.87578785,0.0502877
1493673300,0.055,0.05096889,0.051000000000000004,0.0517,284.67195733,5389.44575212,0.05282026
1493673600,0.052700000000000004,0.048,0.05259889,0.05070289,165.07751032,3276.03513897,0.05038941
1493673900,0.05249824,0.04955252,0.05070796,0.05099547,112.98183472,2212.21627938,0.051071780000000004
1493674200,0.05099999,0.04717297,0.05099658,0.0488,194.771356,4024.11567932,0.04840103
1493674500,0.048600000000000004,0.045770000000000005,0.04800001,0.04650524,128.26303998,2727.57533451,0.04702456
1493674800,0.049210000000000004,0.04649535,0.0469953,0.047,85.48592634,1779.14922794,0.04804876
1493675100,0.04784657,0.047,0.047000799999999995,0.04750476,33.6242413,709.12406751,0.04741658
1493675400,0.0490875,0.047,0.047701999999999994,0.04843371,54.25628588,1131.64269116,0.04794471
1493675700,0.0490875,0.0475569,0.04823997,0.048670000000000005,43.78173331,900.25898271,0.04863237
1493676000,0.04881424,0.0470072,0.04869999,0.04753524,25.44860744,528.64788294,0.04813905
1493676300,0.047540000000000006,0.047130000000000005,0.04739526,0.047540000000000006,12.39345104,261.56100378,0.047382640000000004
1493676600,0.049300899999999995,0.04744,0.047540000000000006,0.049,64.35018883,1331.24963351,0.04833818
1493676900,0.049392,0.0478,0.04920001,0.048195180000000004,38.86501381,792.74260071,0.04902601
